bz,benque viejo,7092.0
al,bajram curri,7967.0
bg,ahtopol,857.0
ca,abbotsford,151685.0
ca,abbotsford,151685.0
ca,acton,8204.0
ca,acton vale,5135.0
aw,oranjestad,29998.0
az,agdam,39451.0
cd,aketi,35158.0
cd,aketi,35158.0
cd,bandundu,118203.0
cd,basoko,43706.0
bh,manama,147097.0
bi,bubanza,12728.0
cf,alindao,20125.0
cf,alindao,20125.0
cf,baboua,9034.0
cf,bambari,54783.0
ao,benguela,151235.0
ae,abu dhabi,603687.0
cg,brazzaville,1115773.0
cg,brazzaville,1115773.0
cg,djambala,9650.0
cg,ewo,4923.0
bj,abomey,82158.0
ba,banja luka,221100.0
ch,aadorf,7100.0
ch,aadorf,7100.0
ch,aarau,15007.0
ch,aarburg,6484.0
ag,all saints,2526.0
bm,hamilton,902.0
ci,abengourou,144074.0
ci,abengourou,144074.0
ci,abidjan,3692570.0
ci,aboisso,48148.0
bo,abapo,2419.0
ar,alta gracia,40385.0
ck,amuri,285.0
ck,amuri,285.0
ck,avarua,13374.0
ck,omoka,180.0
bb,bathsheba,1765.0
br,abadiania,7062.0
cl,ancud,28020.0
cl,ancud,28020.0
cl,angol,44856.0
cl,antofagasta,309835.0
am,abovyan,1379.0
af,acin,15098.0
cm,abong mbang,14661.0
cm,abong mbang,14661.0
cm,akom,9709.0
cm,akonolinga,17181.0
bs,albert town,25.0
bd,abhaynagar,42658.0
cn,acheng,144665.0
cn,acheng,144665.0
cn,aksu,340020.0
cn,alihe,61582.0
at,absam,6594.0
bt,chhukha,1203.0
co,abejorral,7360.0
co,abejorral,7360.0
co,abrego,10823.0
co,abriaqui,1281.0
ad,andorra la vella,20430.0
be,aalst,77534.0
cr,alajuela,47503.0
cr,alajuela,47503.0
cr,alajuelita,13848.0
cr,aserri,25874.0
bw,boatlaname,853.0
an,barber,2424.0
cu,abreus,16711.0
cu,abreus,16711.0
cu,agramonte,5376.0
cu,aguada de pasajeros,23606.0
au,adelaide,1074168.0
by,braslav,12378.0
cv,assomada,7808.0
cv,assomada,7808.0
cv,mindelo,69441.0
cv,pombas,1790.0
bf,banfora,63883.0
ai,the valley,1379.0
cy,aradippou,13351.0
cy,aradippou,13351.0
cy,chlorakas,3619.0
cy,dipkarpaz,5215.0
bz,belize,61462.0
al,bajram curri,7967.0
cz,adamov,4951.0
cz,adamov,4951.0
cz,albrechtice,4055.0
cz,bakov nad jizerou,4684.0
bg,ahtopol,857.0
ca,abbotsford,151685.0
de,aachen,251104.0
de,aachen,251104.0
de,aalen,67593.0
de,abensberg,12543.0
aw,oranjestad,29998.0
az,agdam,39451.0
dj,jibuti,623891.0
dj,jibuti,623891.0
dk,aabenraa,16344.0
dk,aabenraa,16344.0
dk,aabybro,4849.0
dk,aakirkeby,2195.0
cd,aketi,35158.0
bh,manama,147097.0
dm,atkinson,2506.0
dm,atkinson,2506.0
dm,barroui,1498.0
dm,berekua,3195.0
bi,bubanza,12728.0
cf,alindao,20125.0
do,azua,59141.0
do,azua,59141.0
do,bajos de haina,66810.0
do,bani,66712.0
ao,benguela,151235.0
ae,abu dhabi,603687.0
dz,adrar,89441.0
dz,adrar,89441.0
dz,aflu,84998.0
dz,algiers,1980242.0
cg,brazzaville,1115773.0
bj,abomey,82158.0
ec,alamor,6391.0
ec,alamor,6391.0
ec,alausi,14294.0
ec,alfredo baquerizo moreno,12617.0
ba,banja luka,221100.0
ch,aadorf,7100.0
ee,aakre,295.0
ee,aakre,295.0
ee,aasmae,638.0
ee,aaspere,315.0
ag,all saints,2526.0
bm,hamilton,902.0
eg,abnub,68756.0
eg,abnub,68756.0
eg,aja,34692.0
eg,akhmim,99459.0
ci,abengourou,144074.0
bo,abapo,2419.0
er,addi ugri,17784.0
er,addi ugri,17784.0
er,asmara,563948.0
er,barentu,15891.0
ar,alta gracia,40385.0
ck,amuri,285.0
es,abaran,13850.0
es,abaran,13850.0
es,a coruna,236010.0
es,adeje,22245.0
bb,bathsheba,1765.0
br,abadiania,7062.0
et,abiy adi,10385.0
et,abiy adi,10385.0
et,abomsa,15261.0
et,addis abeba,2757807.0
cl,ancud,28020.0
am,abovyan,1379.0
fi,aanekoski,13406.0
fi,aanekoski,13406.0
fi,espoo,229528.0
fi,eura,9338.0
af,acin,15098.0
cm,abong mbang,14661.0
fo,akrar,13.0
fo,akrar,13.0
fo,anirnar,18.0
fo,argir,1871.0
bs,albert town,25.0
bd,abhaynagar,42658.0
fr,abbeville,25274.0
fr,abbeville,25274.0
fr,acheres,22282.0
fr,agde,21950.0
cn,acheng,144665.0
at,absam,6594.0
ga,bitam,10297.0
ga,bitam,10297.0
ga,booue,5787.0
ga,cocobeach,1653.0
bt,chhukha,1203.0
co,abejorral,7360.0
gb,aberchirder,1159.0
gb,aberchirder,1159.0
gb,aberdare,32756.0
gb,aberdeen,183791.0
ad,andorra la vella,20430.0
be,aalst,77534.0
gd,gouyave,3378.0
gd,gouyave,3378.0
gd,grenville,2476.0
gd,hillsborough,770.0
cr,alajuela,47503.0
bw,boatlaname,853.0
ge,abasha,6222.0
ge,abasha,6222.0
ge,abastumani,1285.0
ge,adigeni,1313.0
an,barber,2424.0
cu,abreus,16711.0
gf,apatou,4753.0
gf,apatou,4753.0
gf,camopi,1295.0
gf,cayenne,61642.0
au,adelaide,1074168.0
by,braslav,12378.0
gh,aboso,8790.0
gh,aboso,8790.0
gh,aburi,15053.0
gh,accra,1963460.0
cv,assomada,7808.0
bf,banfora,63883.0
gi,gibraltar,26544.0
gi,gibraltar,26544.0
gl,aappilattoq,208.0
gl,aappilattoq,208.0
gl,aasiaat,3115.0
gl,akunnaaq,107.0
ai,the valley,1379.0
cy,aradippou,13351.0
gm,bakau,47654.0
gm,bakau,47654.0
gm,banjul,34598.0
gm,bansang,7152.0
bz,belize,61462.0
al,bajram curri,7967.0
gn,beyla,14053.0
gn,beyla,14053.0
gn,boffa,2332.0
gn,boke,15462.0
cz,adamov,4951.0
bg,ahtopol,857.0
gp,anse-bertrand,5146.0
gp,anse-bertrand,5146.0
gp,baie-mahault,30553.0
gp,baillif,5705.0
ca,abbotsford,151685.0
de,aachen,251104.0
gq,aconibe,11199.0
gq,aconibe,11199.0
gq,acurenam,2738.0
gq,anisoc,10197.0
aw,oranjestad,29998.0
az,agdam,39451.0
gr,adamas,1478.0
gr,adamas,1478.0
gr,adendron,2312.0
gr,afantou,5562.0
dj,jibuti,623891.0
dk,aabenraa,16344.0
gt,acatenango,6905.0
gt,acatenango,6905.0
gt,agua blanca,2719.0
gt,aguacatan,5457.0
cd,aketi,35158.0
bh,manama,147097.0
gw,bafata,22521.0
gw,bafata,22521.0
gw,bissau,388094.0
gw,bissora,12688.0
dm,atkinson,2506.0
bi,bubanza,12728.0
gy,bartica,11159.0
gy,bartica,11159.0
gy,fort wellington,2253.0
gy,georgetown,235017.0
cf,alindao,20125.0
do,azua,59141.0
hn,achiotal,1210.0
hn,achiotal,1210.0
hn,agalteca,1029.0
hn,agua azul rancho,1043.0
ao,benguela,151235.0
ae,abu dhabi,603687.0
hr,beli manastir,8713.0
hr,beli manastir,8713.0
hr,biograd na moru,5285.0
hr,bjelovar,28275.0
dz,adrar,89441.0
cg,brazzaville,1115773.0
ht,aquin,5219.0
ht,aquin,5219.0
ht,cap-haitien,134823.0
ht,carrefour,439590.0
bj,abomey,82158.0
ec,alamor,6391.0
hu,aba,4479.0
hu,aba,4479.0
hu,abadszalok,4654.0
hu,abasar,3189.0
ba,banja luka,221100.0
ch,aadorf,7100.0
id,adiwerna,134202.0
id,adiwerna,134202.0
id,amahai,47651.0
id,ambarawa,84380.0
ee,aakre,295.0
ag,all saints,2526.0
ie,abbeyfeale,1734.0
ie,abbeyfeale,1734.0
ie,abbeyleix,1711.0
ie,ardee,4008.0
bm,hamilton,902.0
eg,abnub,68756.0
il,abu ghosh,5570.0
il,abu ghosh,5570.0
il,ashdod,202681.0
il,ashdod,202681.0
ci,abengourou,144074.0
bo,abapo,2419.0
in,abhayapuri,15803.0
in,abhayapuri,15803.0
in,abiramam,6837.0
in,abohar,130613.0
er,addi ugri,17784.0
ar,alta gracia,40385.0
iq,baghdad,5672516.0
iq,baghdad,5672516.0
iq,balad,42227.0
iq,bayji,36574.0
ck,amuri,285.0
es,abaran,13850.0
ir,abadan,370220.0
ir,abadan,370220.0
ir,abdanan,19362.0
ir,abhar,69894.0
bb,bathsheba,1765.0
br,abadiania,7062.0
is,akranes,5606.0
is,akranes,5606.0
is,akureyri,16563.0
is,bildudalur,204.0
et,abiy adi,10385.0
cl,ancud,28020.0
it,abano terme,19112.0
it,abano terme,19112.0
it,abbiategrasso,30308.0
it,acerra,46729.0
am,abovyan,1379.0
fi,aanekoski,13406.0
jm,albert town,3449.0
jm,albert town,3449.0
jm,anchovy,4161.0
jm,bamboo,4264.0
af,acin,15098.0
cm,abong mbang,14661.0
jo,aydun,20041.0
jo,aydun,20041.0
jo,balila,5639.0
jo,bayir,5314.0
fo,akrar,13.0
bs,albert town,25.0
jp,abashiri,42498.0
jp,abashiri,42498.0
jp,abiko,131774.0
jp,ageo,219405.0
bd,abhaynagar,42658.0
fr,abbeville,25274.0
ke,ahero,8788.0
ke,ahero,8788.0
ke,baringo,7656.0
ke,bomet,5270.0
cn,acheng,144665.0
at,absam,6594.0
kg,at-bashi,15227.0
kg,at-bashi,15227.0
kg,batken,10155.0
kg,isfana,16952.0
ga,bitam,10297.0
bt,chhukha,1203.0
kh,kampong cham,61761.0
kh,kampong cham,61761.0
kh,kampong chhnang,75304.0
kh,kampong thum,19955.0
co,abejorral,7360.0
gb,aberchirder,1159.0
ki,bairiki,44428.0
ki,bairiki,44428.0
ki,binoinano,369.0
ki,buariki,2715.0
ad,andorra la vella,20430.0
be,aalst,77534.0
km,domoni,14508.0
km,domoni,14508.0
km,fomboni,14965.0
km,mitsamiouli,6104.0
gd,gouyave,3378.0
cr,alajuela,47503.0
kn,basseterre,12920.0
kn,basseterre,12920.0
kn,cayon,788.0
kn,charlestown,1538.0
bw,boatlaname,853.0
ge,abasha,6222.0
kr,seoul,10323448.0
kr,seoul,10323448.0
kw,bayan,30656.0
kw,bayan,30656.0
kw,doha,37804.0
kw,hawalli,93312.0
an,barber,2424.0
ky,bodden town,6514.0
ky,bodden town,6514.0
ky,george town,27340.0
ky,west bay,10768.0
kz,abay,35454.0
kz,abay,35454.0
kz,achisay,5635.0
kz,aksay,34802.0
cu,abreus,16711.0
gf,apatou,4753.0
la,ban nahin,3465.0
la,ban nahin,3465.0
la,champasak,12994.0
la,luang prabang,47510.0
au,adelaide,1074168.0
by,braslav,12378.0
lb,bayrut,1252010.0
lb,bayrut,1252010.0
lb,beirut,1252010.0
lb,jazzin,13477.0
gh,aboso,8790.0
cv,assomada,7808.0
lc,canaries,710.0
lc,canaries,710.0
lc,cap estate,699.0
lc,castries,12981.0
bf,banfora,63883.0
gi,gibraltar,26544.0
li,balzers,4447.0
li,balzers,4447.0
li,eschen,4008.0
li,gamprin,1268.0
gl,aappilattoq,208.0
ai,the valley,1379.0
lk,amparai,18351.0
lk,amparai,18351.0
lk,anuradhapura,60954.0
lk,badulla,42237.0
cy,aradippou,13351.0
gm,bakau,47654.0
lr,bensonville,32970.0
lr,bensonville,32970.0
lr,buchanan,25864.0
lr,ganta,13828.0
bz,belize,61462.0
al,bajram curri,7967.0
ls,hlotse,46416.0
ls,hlotse,46416.0
ls,mafeteng,40591.0
ls,maseru,194387.0
gn,beyla,14053.0
cz,adamov,4951.0
lt,akmene,3026.0
lt,akmene,3026.0
lt,alytus,70750.0
lt,anyksciai,11570.0
bg,ahtopol,857.0
gp,anse-bertrand,5146.0
lu,abweiler,75.0
lu,abweiler,75.0
lu,allerborn,59.0
lu,alscheid,50.0
ca,abbotsford,151685.0
de,aachen,251104.0
lv,ainazi,1278.0
lv,ainazi,1278.0
lv,aizkraukle,8840.0
lv,aizpute,5634.0
gq,aconibe,11199.0
aw,oranjestad,29998.0
ly,ajdabiya,134357.0
ly,ajdabiya,134357.0
ly,awbari,42975.0
ly,awjilah,6610.0
az,agdam,39451.0
gr,adamas,1478.0
ma,agadir,656110.0
ma,agadir,656110.0
ma,asfi,328883.0
ma,asilah,31666.0
dj,jibuti,623891.0
dk,aabenraa,16344.0
mc,fontvieille,4307.0
mc,fontvieille,4307.0
mc,la condamine,11985.0
mc,monaco-ville,967.0
md,balti,150472.0
md,balti,150472.0
md,basarabeasca,13569.0
md,briceni,10762.0
gt,acatenango,6905.0
cd,aketi,35158.0
me,niksic,65896.0
me,niksic,65896.0
me,pljevlja,26266.0
me,podgorica,156988.0
bh,manama,147097.0
mg,ambalavao,28027.0
mg,ambalavao,28027.0
mg,ambanja,30621.0
mg,ambatofinandrahana,25997.0
gw,bafata,22521.0
dm,atkinson,2506.0
mk,aracinovo,12800.0
mk,aracinovo,12800.0
mk,bac,692.0
mk,belcista,2804.0
bi,bubanza,12728.0
gy,bartica,11159.0
ml,araouane,4026.0
ml,araouane,4026.0
ml,bafoulabe,26866.0
ml,bamako,1297390.0
cf,alindao,20125.0
do,azua,59141.0
mm,akyab,177765.0
mm,akyab,177765.0
mm,allanmyo,57904.0
mm,bago,244407.0
hn,achiotal,1210.0
ao,benguela,151235.0
mn,baruun-urt,15808.0
mn,baruun-urt,15808.0
mn,bulgan,17351.0
mn,darhan,72386.0
ae,abu dhabi,603687.0
hr,beli manastir,8713.0
mq,basse-pointe,4037.0
mq,basse-pointe,4037.0
mq,ducos,17395.0
mq,fort-de-france,89997.0
dz,adrar,89441.0
cg,brazzaville,1115773.0
mr,atar,30501.0
mr,atar,30501.0
mr,bababe,11507.0
mr,maghama,5100.0
ht,aquin,5219.0
bj,abomey,82158.0
mt,attard,9510.0
mt,attard,9510.0
mt,birgu,2936.0
mt,birkirkara,21676.0
ec,alamor,6391.0
hu,aba,4479.0
mu,albion,3254.0
mu,albion,3254.0
mu,amaury,2912.0
mu,arsenal,2599.0
ba,banja luka,221100.0
ch,aadorf,7100.0
mv,dhidhdhoo,3039.0
mv,dhidhdhoo,3039.0
mv,eydhafushi,2808.0
mv,felidhoo,541.0
id,adiwerna,134202.0
ee,aakre,295.0
mw,balaka,18907.0
mw,balaka,18907.0
mw,blantyre,584870.0
mw,chikwawa,8966.0
ag,all saints,2526.0
ie,abbeyfeale,1734.0
mx,abasolo,25821.0
mx,abasolo,25821.0
mx,abasolo,6740.0
mx,acacoyagua,6202.0
bm,hamilton,902.0
eg,abnub,68756.0
my,alor gajah,20163.0
my,alor gajah,20163.0
my,alor setar,217378.0
my,ayer itam,115276.0
il,abu ghosh,5570.0
ci,abengourou,144074.0
mz,angoche,74624.0
mz,angoche,74624.0
mz,beira,530706.0
mz,chibuto,59165.0
bo,abapo,2419.0
in,abhayapuri,15803.0
na,arandis,4507.0
na,arandis,4507.0
na,aranos,3431.0
na,bethanien,10400.0
er,addi ugri,17784.0
ar,alta gracia,40385.0
nc,bouloupari,1619.0
nc,bouloupari,1619.0
nc,bourail,4595.0
nc,canala,2857.0
iq,baghdad,5672516.0
ck,amuri,285.0
ne,abalak,13555.0
ne,abalak,13555.0
ne,agadez,88569.0
ne,aguie,13153.0
es,abaran,13850.0
ir,abadan,370220.0
ng,aba,897613.0
ng,aba,897613.0
ng,abakaliki,134113.0
ng,abeokuta,593140.0
bb,bathsheba,1765.0
br,abadiania,7062.0
ni,acoyapa,10011.0
ni,acoyapa,10011.0
ni,belen,4968.0
ni,bluefields,50178.0
is,akranes,5606.0
et,abiy adi,10385.0
nl,aalburg,12472.0
nl,aalburg,12472.0
nl,aalsmeer,22969.0
nl,aalten,18856.0
cl,ancud,28020.0
it,abano terme,19112.0
no,a,1145.0
no,a,1145.0
no,a,1145.0
no,adalsbruk,541.0
am,abovyan,1379.0
fi,aanekoski,13406.0
np,baglung,23297.0
np,baglung,23297.0
np,banepa,17154.0
np,bhadrapur,19524.0
jm,albert town,3449.0
af,acin,15098.0
nu,alofi,624.0
nu,alofi,624.0
nu,avatele,122.0
nu,hakupu,221.0
cm,abong mbang,14661.0
jo,aydun,20041.0
nz,ahipara,1093.0
nz,ahipara,1093.0
nz,amberley,1105.0
nz,athenree,563.0
fo,akrar,13.0
bs,albert town,25.0
om,ibra,21389.0
om,ibra,21389.0
om,muscat,67445.0
om,nizwa,86619.0
jp,abashiri,42498.0
bd,abhaynagar,42658.0
pa,achutupo,1753.0
pa,achutupo,1753.0
pa,agua buena,1069.0
pa,aguadulce,17238.0
fr,abbeville,25274.0
ke,ahero,8788.0
pe,abancay,55299.0
pe,abancay,55299.0
pe,acari,4465.0
pe,acobamba,7193.0
cn,acheng,144665.0
at,absam,6594.0
pf,afaahiti,5186.0
pf,afaahiti,5186.0
pf,afareaitu,3213.0
pf,amaru,238.0
kg,at-bashi,15227.0
ga,bitam,10297.0
pg,aitape,5547.0
pg,aitape,5547.0
pg,alotau,12095.0
pg,ambunti,2073.0
bt,chhukha,1203.0
kh,kampong cham,61761.0
ph,abaca,2480.0
ph,abaca,2480.0
ph,abaca,2139.0
ph,abangay,2207.0
co,abejorral,7360.0
gb,aberchirder,1159.0
pk,adilpur,8248.0
pk,adilpur,8248.0
pk,ahmadpur east,116613.0
pk,ahmadpur sial,24888.0
ki,bairiki,44428.0
ad,andorra la vella,20430.0
pl,aleksandrow kujawski,12285.0
pl,aleksandrow kujawski,12285.0
pl,aleksandrow lodzki,20292.0
pl,andrychow,21954.0
be,aalst,77534.0
km,domoni,14508.0
pm,miquelon,1141.0
pm,miquelon,1141.0
pm,saint-pierre,6200.0
pt,abrantes,13646.0
pt,abrantes,13646.0
pt,abraveses,9319.0
pt,adaufe,3850.0
gd,gouyave,3378.0
cr,alajuela,47503.0
pw,airai,960.0
pw,airai,960.0
pw,imeong,132.0
pw,kloulklubed,531.0
kn,basseterre,12920.0
bw,boatlaname,853.0
py,abai,3024.0
py,abai,3024.0
py,acahay,3205.0
py,alberdi,6518.0
ge,abasha,6222.0
kr,seoul,10323448.0
qa,abu samrah,938.0
qa,abu samrah,938.0
qa,doha,344939.0
qa,khor,18923.0
kw,bayan,30656.0
re,bras-panon,10445.0
re,bras-panon,10445.0
re,cilaos,6225.0
re,entre-deux,5788.0
an,barber,2424.0
ky,bodden town,6514.0
ro,abram,3291.0
ro,abram,3291.0
ro,abramut,2962.0
ro,abrud,6122.0
kz,abay,35454.0
cu,abreus,16711.0
rs,ada,10259.0
rs,ada,10259.0
rs,aleksinac,16652.0
rs,alibunar,3353.0
gf,apatou,4753.0
la,ban nahin,3465.0
ru,abadzekhskaya,4010.0
ru,abadzekhskaya,4010.0
ru,abagur,6530.0
ru,abakan,167291.0
au,adelaide,1074168.0
by,braslav,12378.0
rw,butare,89709.0
rw,butare,89709.0
rw,byumba,70586.0
rw,cyangugu,63883.0
lb,bayrut,1252010.0
gh,aboso,8790.0
sa,abha,142255.0
sa,abha,142255.0
sa,buqayq,37696.0
sa,buraydah,341981.0
cv,assomada,7808.0
lc,canaries,710.0
sb,auki,4336.0
sb,auki,4336.0
sb,buala,2689.0
sb,gizo,6155.0
bf,banfora,63883.0
gi,gibraltar,26544.0
sc,victoria,26361.0
sc,victoria,26361.0
sd,abu jubayhah,21791.0
sd,abu jubayhah,21791.0
sd,abu zabad,15304.0
sd,babanusah,29637.0
li,balzers,4447.0
gl,aappilattoq,208.0
se,akersberga,26785.0
se,akersberga,26785.0
se,alingsas,22788.0
se,angelholm,22385.0
ai,the valley,1379.0
lk,amparai,18351.0
sg,singapore,3547809.0
sg,singapore,3547809.0
sh,edinburgh,271.0
sh,edinburgh,271.0
sh,georgetown,538.0
sh,jamestown,637.0
si,ajdovscina,6527.0
si,ajdovscina,6527.0
si,ankaran,2895.0
si,beltinci,2258.0
cy,aradippou,13351.0
gm,bakau,47654.0
sj,barentsburg,576.0
sj,barentsburg,576.0
sj,longyearbyen,1232.0
sj,ny-alesund,40.0
sk,banovce,21328.0
sk,banovce,21328.0
sk,banska bystrica,82336.0
sk,banska stiavnica,10874.0
lr,bensonville,32970.0
bz,belize,61462.0
sl,alikalia,3279.0
sl,alikalia,3279.0
sl,baiima,2826.0
sl,baoma,4836.0
al,bajram curri,7967.0
ls,hlotse,46416.0
sm,acquaviva,1530.0
sm,acquaviva,1530.0
sm,chiesanuova,952.0
sm,san marino,4598.0
gn,beyla,14053.0
sn,bakel,10202.0
sn,bakel,10202.0
sn,bambey,32874.0
sn,bignona,45918.0
cz,adamov,4951.0
lt,akmene,3026.0
so,afgoye,65461.0
so,afgoye,65461.0
so,afmadu,11939.0
so,bandarbeyla,13753.0
bg,ahtopol,857.0
gp,anse-bertrand,5146.0
sr,albina,4138.0
sr,albina,4138.0
sr,brokopondo,2072.0
sr,groningen,3112.0
lu,abweiler,75.0
ca,abbotsford,151685.0
sv,acajutla,22764.0
sv,acajutla,22764.0
sv,aguilares,21445.0
sv,ahuachapan,34104.0
de,aachen,251104.0
lv,ainazi,1278.0
sy,abu kamal,62491.0
sy,abu kamal,62491.0
sy,aleppo,2139878.0
sy,baniyas,39718.0
gq,aconibe,11199.0
aw,oranjestad,29998.0
sz,bhunya,3050.0
sz,bhunya,3050.0
sz,big bend,10344.0
sz,bulembu,2263.0
ly,ajdabiya,134357.0
az,agdam,39451.0
tc,cockburn harbour,1744.0
tc,cockburn harbour,1744.0
tc,cockburn town,5525.0
td,abeche,74188.0
td,abeche,74188.0
td,adre,11928.0
td,am timan,28885.0
gr,adamas,1478.0
ma,agadir,656110.0
tf,port-aux-francais,45.0
tf,port-aux-francais,45.0
tg,amlame,10931.0
tg,amlame,10931.0
tg,aneho,47174.0
tg,atakpame,92976.0
dj,jibuti,623891.0
dk,aabenraa,16344.0
th,amnat charoen,34769.0
th,amnat charoen,34769.0
th,ang thong,14430.0
th,ao luk,13263.0
mc,fontvieille,4307.0
md,balti,150472.0
tj,adrasmon,13372.0
tj,adrasmon,13372.0
tj,altyn-topkan,4823.0
tj,asht,11705.0
gt,acatenango,6905.0
cd,aketi,35158.0
tm,akdepe,14177.0
tm,akdepe,14177.0
tm,annau,27527.0
tm,asgabat,797900.0
me,niksic,65896.0
bh,manama,147097.0
tn,akkudah,20027.0
tn,akkudah,20027.0
tn,aryanah,237401.0
tn,bajah,57211.0
mg,ambalavao,28027.0
gw,bafata,22521.0
to,hihifo,815.0
to,hihifo,815.0
to,neiafu,4320.0
to,pangai,1737.0
dm,atkinson,2506.0
tr,adana,1249680.0
tr,adana,1249680.0
tr,adilcevaz,52794.0
tr,afsin,39633.0
mk,aracinovo,12800.0
bi,bubanza,12728.0
tt,arima,34996.0
tt,arima,34996.0
tt,arouca,12054.0
tt,chaguanas,72158.0
gy,bartica,11159.0
ml,araouane,4026.0
tv,asau,628.0
tv,asau,628.0
tv,lolua,628.0
tv,tanrake,381.0
cf,alindao,20125.0
tw,chaochou,58795.0
tw,chaochou,58795.0
tw,chengkung,18621.0
tw,chiali,58438.0
do,azua,59141.0
mm,akyab,177765.0
tz,arusha,341155.0
tz,arusha,341155.0
tz,babati,34292.0
tz,bagamoyo,82578.0
hn,achiotal,1210.0
ao,benguela,151235.0
ua,adzhamka,3859.0
ua,adzhamka,3859.0
ua,ahrarne,3326.0
ua,aleksandriya,91206.0
mn,baruun-urt,15808.0
ae,abu dhabi,603687.0
ug,adjumani,26774.0
ug,adjumani,26774.0
ug,amudat,1873.0
ug,apac,11775.0
hr,beli manastir,8713.0
mq,basse-pointe,4037.0
us,alabaster,26738.0
us,alabaster,26738.0
us,albertville,18368.0
us,alexander city,14993.0
dz,adrar,89441.0
cg,brazzaville,1115773.0
uy,artigas,44564.0
uy,artigas,44564.0
uy,bella union,14639.0
uy,canelones,21081.0
